,Age,Resigned,BusinessTravel,BusinessUnit,EducationLevel,Gender,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,AverageWeeklyHoursWorked,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInRole,YearsSinceLastPromotion,YearsWithCurrManager
1003,46,0,RARELY,SALES,4,M,1,S,17567,1,0,15,3,40,27,5,1,26,0,0,12
1004,31,1,FREQUENTLY,CONSULTANTS,3,M,3,M,9824,3,0,12,3,40,12,2,3,1,0,0,0
1005,18,1,RARELY,CONSULTANTS,3,M,3,S,1420,1,0,13,3,40,0,2,3,0,0,0,0
1006,41,0,RARELY,OPERATIONS,3,M,3,M,19189,1,0,12,3,40,22,3,3,22,7,2,10
1007,42,0,RARELY,CONSULTANTS,4,M,1,D,5410,6,1,17,3,51,9,3,2,4,3,1,2
1008,56,0,RARELY,CONSULTANTS,3,M,2,M,13402,4,1,12,3,47,33,0,3,19,16,15,9
1009,44,0,RARELY,CONSULTANTS,1,F,4,M,2011,1,0,13,3,40,10,5,3,10,5,7,7
1010,47,0,FREQUENTLY,SALES,1,M,3,S,2976,3,0,19,3,40,5,3,3,0,0,0,0
1011,60,0,RARELY,SALES,4,M,4,D,5220,0,1,18,3,49,12,3,3,11,7,1,9
1012,36,0,RARELY,SALES,2,M,2,M,5507,2,0,16,3,40,12,1,1,4,2,1,3
1013,52,0,RARELY,CONSULTANTS,3,M,3,M,7969,2,1,14,3,49,28,4,3,5,4,0,4
1014,42,0,RARELY,CONSULTANTS,2,F,1,S,6545,3,1,13,3,47,10,1,3,3,2,0,2
1015,31,0,RARELY,SALES,3,M,3,M,8346,1,0,19,3,40,6,3,3,5,2,0,2
1016,59,0,RARELY,SALES,3,F,4,S,5171,5,0,17,3,40,13,2,3,6,1,0,5
1017,52,0,NON_TRAVEL,SALES,4,M,3,S,19068,1,1,18,3,46,33,2,4,33,7,15,12
1018,24,0,RARELY,CONSULTANTS,3,M,2,S,3597,8,0,22,4,40,6,2,3,4,3,1,2
1019,40,0,NON_TRAVEL,CONSULTANTS,1,M,2,D,13757,2,0,11,3,40,16,5,3,9,8,4,8
1020,38,0,RARELY,SALES,3,M,3,D,10609,0,0,12,3,40,17,6,2,16,10,5,13
1021,26,1,RARELY,SALES,4,M,4,S,5828,1,1,12,3,50,8,0,3,8,7,7,4
1022,27,0,NON_TRAVEL,CONSULTANTS,3,M,2,D,2024,6,0,18,3,40,6,1,1,2,2,2,2
1023,35,0,RARELY,SALES,3,F,3,M,4601,1,0,16,3,40,5,3,3,5,2,1,0
1024,36,0,RARELY,SALES,4,F,3,S,6815,6,0,13,3,40,15,5,3,1,0,0,0
1025,30,0,NON_TRAVEL,SALES,4,F,1,M,8412,0,0,11,3,40,10,3,3,9,8,7,8
1026,26,0,FREQUENTLY,CONSULTANTS,1,F,3,D,2007,1,0,13,3,40,5,5,3,5,3,1,3
1027,34,0,RARELY,SALES,1,F,3,M,5714,1,0,20,4,40,6,3,2,6,5,1,3
1028,33,0,RARELY,CONSULTANTS,3,F,2,M,2756,1,0,13,3,40,8,5,3,8,7,1,6
1029,40,0,RARELY,CONSULTANTS,3,F,3,M,10435,1,0,13,3,40,18,2,3,18,15,14,12
1030,21,0,RARELY,CONSULTANTS,1,F,2,S,2070,1,1,11,3,47,2,6,4,2,2,2,2
1031,31,0,RARELY,SALES,2,F,4,D,6583,2,1,11,3,47,8,2,3,5,2,1,4
1032,50,0,RARELY,CONSULTANTS,1,M,3,M,3221,1,1,11,3,47,20,3,3,20,8,3,8
1033,54,0,RARELY,CONSULTANTS,4,F,4,M,6854,4,0,15,3,40,14,2,2,7,1,1,7
1034,35,0,NON_TRAVEL,CONSULTANTS,4,F,3,M,4148,1,0,12,3,40,15,5,3,14,11,2,9
1035,20,1,FREQUENTLY,SALES,3,F,4,S,2323,1,1,14,3,50,2,3,3,2,2,0,2
1036,37,0,NON_TRAVEL,SALES,4,M,2,D,8834,1,0,13,3,40,9,6,3,9,5,7,7
1037,34,0,RARELY,SALES,3,M,4,M,9713,2,1,13,3,49,9,3,3,5,3,1,0
1038,39,0,RARELY,CONSULTANTS,1,M,1,M,17068,1,1,14,3,48,21,3,3,21,9,11,10
1039,41,0,RARELY,CONSULTANTS,4,M,1,M,2238,2,0,21,4,40,7,2,3,5,0,1,4
1040,29,1,FREQUENTLY,CONSULTANTS,2,M,4,S,2439,1,1,24,4,53,1,3,2,1,0,1,0
1041,45,0,NON_TRAVEL,CONSULTANTS,1,M,3,M,10748,3,0,23,4,40,25,3,2,23,15,14,4
1042,33,0,FREQUENTLY,CONSULTANTS,4,F,2,M,5488,1,1,13,3,49,6,2,3,6,5,1,2
1043,46,0,RARELY,SALES,2,F,2,M,18789,2,0,14,3,40,26,2,3,11,4,0,8
1044,45,1,RARELY,SALES,3,F,2,S,18824,2,1,16,3,52,26,2,3,24,10,1,11
1045,48,0,RARELY,CONSULTANTS,2,M,2,S,2559,5,0,11,3,40,7,4,2,1,0,0,0
1046,42,0,RARELY,SALES,4,M,2,M,6825,0,0,11,3,40,10,2,3,9,7,4,2
1047,29,1,RARELY,CONSULTANTS,4,M,1,M,2119,1,1,11,3,53,7,4,2,7,7,0,7
1048,56,0,RARELY,CONSULTANTS,3,F,1,D,4257,4,1,18,3,50,19,3,3,2,2,2,2
1049,35,1,FREQUENTLY,SALES,4,M,4,S,4581,3,1,24,4,51,13,2,4,11,9,6,7
1050,46,0,RARELY,SALES,3,F,4,M,9071,2,1,19,3,49,15,3,3,3,2,1,2
1051,44,0,RARELY,CONSULTANTS,2,M,1,M,2559,1,1,13,3,48,8,0,3,8,7,7,1
1052,59,0,RARELY,SALES,2,M,4,M,11904,3,1,14,3,66,14,1,1,6,4,0,4
1053,28,0,NON_TRAVEL,CONSULTANTS,3,M,3,S,2144,1,0,14,3,40,5,3,2,5,3,1,4
1054,40,0,RARELY,SALES,2,F,2,M,5677,3,0,14,3,40,15,4,3,11,8,5,10
1055,34,0,RARELY,CONSULTANTS,5,F,1,D,5121,3,0,14,3,40,7,3,3,0,0,0,0
1056,19,1,RARELY,SALES,3,M,2,S,2121,1,1,13,3,49,1,3,4,1,0,0,0
1057,37,0,NON_TRAVEL,CONSULTANTS,5,F,3,M,4449,3,1,15,3,50,15,2,3,13,11,10,7
1058,26,1,FREQUENTLY,CONSULTANTS,3,M,1,M,2042,6,1,14,3,52,6,2,3,3,2,1,2
1059,27,0,RARELY,CONSULTANTS,3,M,1,M,2235,1,1,14,3,54,9,3,2,9,7,6,8
1060,29,0,RARELY,SALES,3,M,3,S,5869,9,0,11,3,40,8,2,3,5,2,1,4
1061,36,0,RARELY,CONSULTANTS,3,M,3,M,5237,6,0,13,3,40,17,3,2,7,7,7,7
1062,29,1,RARELY,CONSULTANTS,3,F,3,D,3339,3,1,13,3,51,10,2,3,7,7,7,7
1063,41,0,RARELY,CONSULTANTS,3,M,3,D,2451,4,0,12,3,40,13,2,3,9,8,1,8
1064,31,0,RARELY,CONSULTANTS,4,M,2,S,2657,0,1,16,3,49,3,5,3,2,2,2,2
1065,39,0,FREQUENTLY,CONSULTANTS,1,F,3,M,3755,1,0,11,3,40,8,3,3,8,3,0,7
1066,51,1,RARELY,CONSULTANTS,4,M,3,M,2461,9,1,12,3,49,18,2,4,10,0,2,7
1067,46,0,RARELY,CONSULTANTS,3,F,3,D,4810,2,0,14,3,40,19,5,2,10,7,0,8
1068,50,0,FREQUENTLY,CONSULTANTS,5,M,3,M,11245,2,1,15,3,49,32,3,3,30,8,12,13
1069,26,0,RARELY,SALES,2,M,3,D,4306,5,0,12,3,40,8,5,3,0,0,0,0
1070,30,0,NON_TRAVEL,CONSULTANTS,3,M,1,D,3072,1,0,11,3,40,12,4,3,12,9,6,10
1071,42,0,RARELY,CONSULTANTS,3,M,1,M,13348,9,0,13,3,40,18,3,4,13,7,5,7
1072,34,0,RARELY,CONSULTANTS,3,M,2,D,2008,1,0,14,3,40,1,3,3,1,0,1,0
1073,32,1,RARELY,CONSULTANTS,4,M,2,S,1393,1,0,12,3,40,1,2,3,1,0,0,0
1074,45,1,FREQUENTLY,SALES,4,F,1,M,4286,2,0,14,3,40,5,4,3,1,1,0,0
1075,31,0,NON_TRAVEL,SALES,4,F,3,D,9852,1,1,19,3,50,10,5,2,10,8,9,6
1076,35,0,RARELY,SALES,5,M,2,M,7295,1,0,13,3,40,10,3,3,10,8,0,6
1077,36,0,RARELY,SALES,4,F,1,M,5647,4,0,13,3,40,11,3,2,3,2,0,2
1078,55,0,RARELY,CONSULTANTS,3,F,3,D,14756,2,1,14,3,49,21,2,3,5,0,0,2
1079,36,0,RARELY,SALES,2,M,4,M,6201,1,1,14,3,51,18,1,2,18,14,4,11
1080,44,0,NON_TRAVEL,CONSULTANTS,3,M,3,S,3162,3,0,14,3,40,7,5,3,5,2,0,3
1081,56,1,RARELY,CONSULTANTS,2,M,4,S,2587,1,0,16,3,40,5,3,3,4,2,1,0
1082,38,0,RARELY,SALES,4,M,4,S,6861,8,1,12,3,47,19,1,3,1,0,0,0
1083,35,0,RARELY,CONSULTANTS,2,F,2,M,4788,0,1,11,3,48,4,2,3,3,2,0,2
1084,23,1,RARELY,CONSULTANTS,1,M,3,S,3989,1,1,11,3,50,5,2,3,5,4,1,2
1085,20,0,RARELY,CONSULTANTS,3,F,2,S,2836,1,0,13,3,40,1,0,4,1,0,0,0
1086,49,0,RARELY,CONSULTANTS,3,F,1,M,3580,2,0,16,3,40,7,2,3,4,2,0,2
1087,35,0,RARELY,CONSULTANTS,1,M,4,M,2269,1,0,19,3,40,1,2,3,1,0,0,1
1088,31,0,FREQUENTLY,CONSULTANTS,3,M,1,M,5003,1,0,21,4,40,10,6,3,10,8,8,7
1089,25,1,RARELY,CONSULTANTS,1,M,4,M,3691,1,1,15,3,49,7,3,4,7,7,5,6
1090,46,0,NON_TRAVEL,CONSULTANTS,4,F,3,M,5258,2,0,14,3,40,7,2,4,1,0,0,0
1091,35,0,RARELY,CONSULTANTS,3,F,2,D,11996,7,0,18,3,40,10,6,2,7,7,6,2
1092,34,0,FREQUENTLY,CONSULTANTS,1,M,3,M,9547,1,0,17,3,40,10,2,2,10,9,1,9
1093,26,1,RARELY,CONSULTANTS,3,M,3,D,2377,1,0,20,4,40,1,0,2,1,1,0,0
1094,38,0,FREQUENTLY,CONSULTANTS,4,F,1,S,5980,6,1,12,3,50,17,2,3,15,7,4,12
1095,33,0,RARELY,CONSULTANTS,3,M,4,S,2500,0,0,14,3,40,4,2,4,3,1,0,2
1096,42,0,RARELY,CONSULTANTS,3,M,1,M,7406,1,1,21,4,51,10,5,2,10,9,5,8
1097,37,0,RARELY,CONSULTANTS,3,M,1,M,3564,1,1,12,3,52,8,3,2,8,7,1,7
1098,35,1,RARELY,CONSULTANTS,2,M,3,M,5916,3,1,13,3,50,8,1,3,1,0,0,1
1099,22,0,RARELY,CONSULTANTS,1,M,4,M,2523,0,0,14,3,40,3,2,3,2,1,2,1
1100,33,0,NON_TRAVEL,SALES,3,M,3,S,17444,1,0,11,3,40,10,2,3,10,8,6,0
1101,34,0,RARELY,CONSULTANTS,3,M,3,M,5429,4,0,13,3,40,10,1,3,8,7,7,7
1102,37,0,RARELY,CONSULTANTS,3,F,1,D,3034,1,0,12,3,40,18,2,2,18,7,12,17
1103,26,1,FREQUENTLY,CONSULTANTS,1,M,1,S,3102,0,0,22,4,40,7,2,3,6,4,0,4
1104,40,0,RARELY,CONSULTANTS,3,F,4,S,7945,6,1,15,3,53,18,2,2,4,2,3,3
1105,50,0,RARELY,CONSULTANTS,2,F,3,D,18740,5,1,12,3,52,29,2,2,27,3,13,8
1106,29,0,RARELY,CONSULTANTS,3,M,4,D,6623,1,1,11,3,49,6,2,3,6,0,1,0
1107,31,0,FREQUENTLY,SALES,4,M,1,S,5332,7,0,13,3,40,10,3,3,5,2,0,3
1108,28,1,RARELY,SALES,2,F,3,S,9854,3,1,11,3,51,6,0,3,2,0,2,2
1109,25,1,RARELY,SALES,3,M,3,S,5744,1,1,11,3,50,6,1,3,6,4,0,3
1110,42,0,FREQUENTLY,CONSULTANTS,1,M,4,S,2515,5,1,14,3,49,8,2,3,2,1,2,2
1111,26,0,RARELY,SALES,3,F,4,M,4157,7,1,19,3,54,5,2,2,2,2,0,0
1112,28,0,RARELY,CONSULTANTS,3,F,1,D,4877,0,0,21,4,40,6,5,2,5,3,0,0
1113,32,0,RARELY,CONSULTANTS,4,F,4,M,3312,3,0,17,3,40,6,3,3,3,2,0,2
1114,33,0,NON_TRAVEL,CONSULTANTS,2,M,3,D,2008,1,0,12,3,40,1,2,2,1,1,0,0
1115,36,0,FREQUENTLY,SALES,3,F,1,M,4639,2,0,16,3,40,17,2,2,15,7,6,13
1116,19,0,RARELY,CONSULTANTS,1,F,2,S,1483,1,0,14,3,40,1,3,3,1,0,0,0
1117,38,0,RARELY,SALES,2,F,4,M,5343,1,0,11,3,40,10,1,3,10,7,1,9
1118,56,0,NON_TRAVEL,CONSULTANTS,4,M,3,D,6306,1,0,21,4,40,13,2,2,13,12,1,9
1119,30,0,RARELY,SALES,2,M,1,D,7140,2,0,11,3,40,12,2,3,7,7,1,7
1120,25,0,NON_TRAVEL,CONSULTANTS,2,M,1,D,4000,1,0,12,3,40,6,2,3,6,3,1,5
1121,32,0,NON_TRAVEL,CONSULTANTS,4,F,3,S,4025,9,0,12,3,40,10,2,3,8,7,7,7
1122,36,0,RARELY,CONSULTANTS,2,M,2,D,8847,2,1,11,3,50,13,2,3,3,2,0,2
1123,35,0,RARELY,CONSULTANTS,4,M,3,M,2660,7,1,11,3,49,5,3,3,2,2,2,2
1124,46,0,RARELY,CONSULTANTS,2,M,4,D,8578,3,0,14,3,40,12,4,2,9,8,4,7
1125,48,0,RARELY,CONSULTANTS,3,M,3,S,4240,2,0,13,3,40,19,0,3,2,2,2,2
1126,26,0,RARELY,SALES,3,M,4,S,4684,1,0,13,3,40,5,4,3,5,3,1,2
1127,38,0,RARELY,CONSULTANTS,2,M,4,D,11510,0,1,14,3,48,12,3,3,11,10,2,9
1128,33,0,RARELY,CONSULTANTS,3,F,4,S,6949,0,0,14,3,40,6,3,3,5,0,1,4
1129,38,0,RARELY,CONSULTANTS,2,F,4,S,2288,1,0,12,3,40,2,3,3,2,2,2,1
1130,29,0,FREQUENTLY,SALES,3,F,4,M,2157,1,0,15,3,40,3,5,3,3,1,0,2
1131,29,0,RARELY,CONSULTANTS,3,M,4,S,2201,9,0,16,3,40,6,4,3,3,2,1,2
1132,39,0,FREQUENTLY,CONSULTANTS,1,M,3,D,19197,1,1,14,3,47,21,3,3,21,8,1,6
1133,48,0,RARELY,CONSULTANTS,3,M,4,S,18265,6,0,12,3,40,25,3,4,1,0,0,0
1134,56,1,RARELY,CONSULTANTS,2,M,3,M,2339,8,0,11,3,40,14,4,1,10,9,9,8
1135,30,0,RARELY,SALES,1,M,2,M,2476,1,0,18,3,40,1,3,3,1,0,0,0
1136,34,0,RARELY,CONSULTANTS,2,M,2,M,4325,1,0,15,3,40,5,2,3,5,2,1,3
1137,37,1,RARELY,CONSULTANTS,2,F,2,M,4777,5,0,15,3,40,15,2,1,1,0,0,0
1138,19,1,FREQUENTLY,SALES,1,F,1,S,2325,0,0,21,4,40,1,5,4,0,0,0,0
1139,31,1,FREQUENTLY,CONSULTANTS,2,M,2,S,3479,0,0,11,3,40,6,2,4,5,4,1,4
1140,37,1,RARELY,CONSULTANTS,4,M,1,S,4213,1,0,15,3,40,10,4,1,10,3,0,8
1141,46,0,RARELY,CONSULTANTS,2,M,3,D,10845,6,0,13,3,40,13,3,3,8,7,0,7
1142,34,0,RARELY,CONSULTANTS,3,F,4,M,2929,1,0,12,3,40,10,3,3,10,9,8,7
1143,45,0,RARELY,CONSULTANTS,4,M,4,M,3697,9,0,14,3,40,12,3,3,10,9,9,8
1144,29,1,FREQUENTLY,CONSULTANTS,1,F,4,S,7553,0,1,12,3,51,9,1,3,8,7,7,7
1145,19,1,RARELY,CONSULTANTS,3,M,4,S,1102,1,0,22,4,40,1,3,2,1,0,1,0
1146,34,1,FREQUENTLY,CONSULTANTS,4,M,1,M,5346,4,0,17,3,40,11,3,2,7,1,0,7
1147,30,0,RARELY,CONSULTANTS,3,F,3,S,2632,1,0,14,3,40,5,4,2,5,4,0,4
1148,19,1,RARELY,OPERATIONS,2,M,4,S,2564,1,0,12,3,40,1,3,4,1,0,0,0
1149,39,1,NON_TRAVEL,CONSULTANTS,3,F,1,S,3646,2,1,23,4,49,11,2,4,1,0,0,0
1150,44,0,RARELY,SALES,3,F,4,M,13320,3,1,18,3,47,23,2,3,12,11,11,11
1151,27,0,RARELY,CONSULTANTS,4,M,4,S,2045,0,0,13,3,40,5,0,3,4,2,1,1
1152,42,0,RARELY,OPERATIONS,1,M,3,D,2696,0,1,11,3,50,4,5,3,3,2,1,0
1153,53,0,RARELY,CONSULTANTS,4,M,3,M,17584,3,1,16,3,52,21,5,2,5,3,1,3
1154,31,1,FREQUENTLY,CONSULTANTS,3,F,3,S,4084,1,0,12,3,40,7,2,1,7,2,7,7
1155,40,0,NON_TRAVEL,CONSULTANTS,4,M,3,D,3935,3,0,11,3,40,11,2,4,8,6,1,6
1156,37,1,RARELY,OPERATIONS,4,M,1,D,2073,4,1,22,4,51,7,3,3,3,2,0,2
1157,42,0,RARELY,CONSULTANTS,3,M,2,M,4841,4,0,14,3,40,4,3,3,1,0,0,0
1158,38,0,RARELY,CONSULTANTS,3,F,3,S,7861,4,1,14,3,47,10,4,4,1,0,0,0
1159,19,1,RARELY,SALES,1,M,3,S,1675,1,1,19,3,54,0,2,2,0,0,0,0
1160,40,0,RARELY,CONSULTANTS,4,F,3,M,2213,3,1,13,3,48,10,3,3,7,7,1,7
1161,30,1,RARELY,SALES,3,M,1,M,9714,1,0,11,3,40,10,4,3,10,8,6,7
1162,44,0,RARELY,CONSULTANTS,2,M,1,D,19190,1,0,14,3,40,26,4,2,25,9,14,13
1163,53,0,RARELY,CONSULTANTS,4,F,4,S,14275,6,0,18,3,40,33,0,3,12,9,3,8
1164,41,0,RARELY,CONSULTANTS,4,M,4,M,4766,3,1,11,3,47,6,4,3,1,0,0,0
1165,45,0,NON_TRAVEL,SALES,3,F,4,S,8865,6,0,12,3,40,23,2,3,19,7,12,8
1166,38,0,NON_TRAVEL,OPERATIONS,3,M,2,D,2592,5,0,13,3,40,13,3,3,11,10,3,8
1167,29,1,RARELY,SALES,3,F,4,M,7639,1,0,22,4,40,10,3,2,10,4,1,9
1168,25,0,RARELY,SALES,4,M,4,S,4950,0,0,14,3,40,5,4,3,4,3,1,1
1169,45,0,RARELY,CONSULTANTS,4,M,2,D,7441,1,0,12,3,40,10,4,3,10,8,7,7
1170,55,0,FREQUENTLY,CONSULTANTS,1,M,2,M,10976,3,0,18,3,40,23,4,3,3,2,1,2
1171,30,0,RARELY,SALES,3,M,3,M,6578,1,0,18,3,40,10,3,3,10,3,1,4
1172,20,1,RARELY,CONSULTANTS,1,M,3,S,1009,1,1,11,3,51,1,5,3,1,0,1,1
1173,43,0,RARELY,CONSULTANTS,2,F,3,D,2645,1,0,12,3,40,6,3,2,5,3,1,4
1174,30,0,RARELY,SALES,3,F,3,D,6118,1,0,13,3,40,10,2,3,10,9,1,2
1175,38,0,RARELY,CONSULTANTS,3,M,4,M,5811,3,1,16,3,49,15,2,3,1,0,1,0
1176,56,1,RARELY,CONSULTANTS,4,F,2,M,4963,9,1,18,3,51,7,2,3,5,4,4,3
1177,32,0,RARELY,SALES,5,M,4,M,9204,4,0,12,3,40,7,3,2,4,3,0,3
1178,34,0,RARELY,CONSULTANTS,3,M,4,D,8500,0,0,11,3,40,10,0,2,9,7,1,6
1179,44,0,RARELY,SALES,3,M,2,M,18213,7,0,11,3,40,26,5,3,22,9,3,10
1180,39,0,FREQUENTLY,CONSULTANTS,2,M,4,M,19272,1,0,15,3,40,21,2,3,21,9,13,3
1181,35,0,RARELY,SALES,3,M,3,M,4717,9,0,11,3,40,15,2,3,11,9,6,9
1182,34,0,RARELY,CONSULTANTS,2,F,3,S,6142,3,0,11,3,40,10,2,3,5,1,4,3
1183,36,0,RARELY,CONSULTANTS,2,M,2,S,5914,8,0,16,3,40,16,3,4,13,11,3,7
1184,37,0,RARELY,CONSULTANTS,2,F,1,M,3920,2,0,14,3,40,17,2,2,3,1,0,2
1185,32,0,RARELY,CONSULTANTS,3,M,2,M,6220,1,0,17,3,40,10,3,3,10,4,0,9
1186,27,0,RARELY,CONSULTANTS,3,M,3,M,2539,1,0,13,3,40,4,0,3,4,2,2,2
1187,36,0,FREQUENTLY,CONSULTANTS,2,M,4,M,2571,4,0,17,3,40,17,3,3,5,2,0,3
1188,25,0,RARELY,SALES,2,F,4,S,4487,1,1,11,3,49,5,3,3,5,4,1,3
1189,35,0,RARELY,CONSULTANTS,3,M,2,M,2426,0,0,13,3,40,6,5,3,5,4,0,3
1190,26,0,RARELY,CONSULTANTS,3,F,4,D,2886,1,0,22,4,40,3,3,1,3,2,0,2
1191,28,0,RARELY,CONSULTANTS,2,M,3,D,2207,1,0,16,3,40,4,5,2,4,2,2,2
1192,24,1,RARELY,CONSULTANTS,2,F,2,M,2210,1,0,13,3,40,1,3,1,1,0,0,0
1193,43,0,FREQUENTLY,CONSULTANTS,3,F,3,S,4739,4,0,12,3,40,18,2,3,3,2,1,2
1194,40,0,FREQUENTLY,CONSULTANTS,2,F,2,M,4244,1,0,24,4,40,8,2,3,8,7,3,7
1195,41,0,RARELY,CONSULTANTS,3,M,1,S,4721,2,1,13,3,47,20,3,3,18,13,2,17
1196,29,0,RARELY,CONSULTANTS,4,F,4,D,2514,4,0,22,4,40,11,1,3,7,5,1,7
1197,34,0,RARELY,CONSULTANTS,4,F,1,S,4381,1,0,11,3,40,6,3,3,6,5,1,3
1198,33,0,RARELY,CONSULTANTS,4,F,2,M,3838,8,0,11,3,40,8,5,3,5,4,0,2
1199,31,0,RARELY,SALES,4,M,3,M,2329,3,0,15,3,40,13,2,4,7,7,5,2
1200,42,1,FREQUENTLY,SALES,3,M,1,S,13758,0,1,12,3,54,22,2,2,21,9,13,14
1201,28,0,RARELY,CONSULTANTS,3,F,3,S,3660,3,0,13,3,40,10,4,4,8,7,1,7
1202,41,0,RARELY,CONSULTANTS,4,F,2,M,13570,0,0,23,4,40,21,3,3,20,7,0,10
1203,38,0,RARELY,SALES,4,F,4,M,5405,2,1,20,4,51,20,4,2,4,2,0,3
1204,21,0,NON_TRAVEL,SALES,2,M,4,S,2610,1,0,24,4,40,3,3,2,3,2,2,2
1205,43,0,RARELY,SALES,3,M,4,M,7847,1,1,17,3,47,10,3,3,10,9,8,8
1206,35,1,RARELY,SALES,3,M,4,S,5813,1,1,18,3,50,10,2,3,10,7,7,7
1207,46,0,RARELY,SALES,3,F,2,M,16606,8,0,12,3,40,23,2,4,13,12,5,1
1208,47,0,RARELY,SALES,3,F,3,M,4591,3,1,17,3,53,11,4,2,5,4,1,2
1209,26,1,RARELY,CONSULTANTS,3,M,3,S,2293,1,0,12,3,40,1,2,2,1,0,0,1
1210,28,0,RARELY,OPERATIONS,2,M,4,D,4936,1,0,13,3,40,6,6,3,5,1,0,4
1211,27,0,RARELY,CONSULTANTS,2,F,1,M,7412,1,0,11,3,40,9,3,3,9,7,0,7
1212,39,0,NON_TRAVEL,CONSULTANTS,2,M,3,M,10920,3,0,21,4,40,13,2,3,6,4,0,5
1213,51,0,RARELY,CONSULTANTS,3,M,4,M,2723,1,0,11,3,40,1,0,2,1,0,0,0
1214,43,0,FREQUENTLY,SALES,3,M,4,M,6804,3,0,18,3,40,7,5,3,2,2,2,2
1215,44,0,RARELY,CONSULTANTS,3,M,1,M,16328,3,0,13,3,40,24,1,4,20,6,14,17
1216,39,0,RARELY,CONSULTANTS,3,M,2,M,5295,4,0,21,4,40,7,3,3,5,4,1,0
1217,50,0,FREQUENTLY,OPERATIONS,3,M,2,M,18200,1,0,11,3,40,32,2,3,32,5,10,7
1218,36,0,NON_TRAVEL,SALES,4,M,1,S,7587,1,0,15,3,40,10,1,3,10,7,0,9
1219,36,0,RARELY,CONSULTANTS,2,F,4,D,2835,5,0,22,4,40,7,2,3,1,0,0,0
1220,38,0,RARELY,CONSULTANTS,5,F,3,S,4317,3,1,20,4,47,19,2,3,3,2,2,2
1221,44,0,NON_TRAVEL,CONSULTANTS,3,M,2,M,2042,4,0,12,3,40,17,3,4,3,2,1,2
1222,27,0,FREQUENTLY,CONSULTANTS,2,F,4,S,2379,0,1,14,3,54,6,3,2,5,4,0,2
1223,35,1,RARELY,CONSULTANTS,4,M,2,D,3743,1,1,24,4,71,5,2,1,4,2,0,2
1224,29,0,RARELY,CONSULTANTS,2,F,3,S,4193,0,1,12,3,48,10,3,3,9,5,0,8
1225,24,1,RARELY,SALES,1,F,2,S,3202,1,1,16,3,52,6,4,3,5,3,1,4
1226,31,0,RARELY,CONSULTANTS,1,M,3,D,2911,1,0,17,3,40,5,1,2,5,2,4,3
1227,35,0,RARELY,CONSULTANTS,4,M,3,M,6883,2,0,16,3,40,17,3,3,7,7,0,7
1228,24,0,RARELY,CONSULTANTS,2,M,1,D,2296,0,0,14,3,40,2,3,3,1,1,0,0
1229,35,0,RARELY,CONSULTANTS,3,M,4,D,3917,1,0,20,4,40,3,4,2,3,2,1,2
1230,45,0,NON_TRAVEL,SALES,4,F,3,M,5154,4,0,22,4,40,10,3,4,8,7,5,7
1231,28,0,RARELY,CONSULTANTS,1,M,2,M,3201,0,0,17,3,40,6,2,1,5,3,0,4
1232,34,1,RARELY,CONSULTANTS,1,M,1,S,2960,2,0,11,3,40,8,2,3,4,2,1,3
1233,21,1,RARELY,SALES,1,M,2,S,2679,1,0,13,3,40,1,3,3,1,0,1,0
1234,32,0,RARELY,CONSULTANTS,3,M,4,S,11244,2,0,25,4,40,10,5,4,5,2,0,0
1235,28,1,FREQUENTLY,CONSULTANTS,2,M,1,S,2561,7,0,11,3,40,8,2,2,0,0,0,0
1236,31,0,RARELY,SALES,4,M,4,D,5460,4,0,22,4,40,13,4,4,7,7,5,7
1237,37,1,FREQUENTLY,CONSULTANTS,3,M,3,D,10048,6,0,11,3,40,17,5,3,1,0,0,0
1238,31,0,RARELY,CONSULTANTS,4,M,4,D,2695,0,1,18,3,62,3,2,1,2,2,2,2
1239,35,0,RARELY,CONSULTANTS,4,M,4,S,6646,1,0,13,3,40,17,3,3,17,11,11,8
1240,36,0,RARELY,SALES,4,F,4,M,6652,4,0,13,3,40,8,2,2,6,3,0,0
1241,31,1,RARELY,SALES,4,M,1,D,4233,2,0,17,3,40,9,2,1,3,1,1,2
1242,30,0,RARELY,CONSULTANTS,3,M,4,M,4152,1,0,19,3,40,11,3,3,11,10,10,8
1243,30,0,RARELY,CONSULTANTS,3,M,2,M,3579,0,1,21,4,48,12,2,3,11,9,5,7
1244,48,0,NON_TRAVEL,CONSULTANTS,4,M,4,S,16885,2,0,22,4,40,27,3,2,5,4,2,1
1245,35,0,RARELY,CONSULTANTS,4,M,3,S,5098,1,0,19,3,40,10,5,3,10,7,0,8
1246,40,0,RARELY,CONSULTANTS,4,M,4,M,2406,8,0,19,3,40,8,3,2,1,0,0,0
1247,46,1,RARELY,SALES,3,M,4,D,10096,4,0,11,3,40,28,1,4,7,7,4,3
1248,28,0,RARELY,CONSULTANTS,2,F,4,S,3310,1,0,21,4,40,5,3,3,5,3,0,2
1249,42,0,RARELY,CONSULTANTS,4,M,4,S,6781,3,0,23,4,40,14,6,3,1,0,0,0
1250,59,0,RARELY,CONSULTANTS,3,F,4,S,13726,3,1,13,3,49,30,4,3,5,3,4,3
